--2023-05-13 02:11:46--  https://inria.hal.science/hal-01432720/document
Resolving inria.hal.science (inria.hal.science)... 193.48.96.10
Connecting to inria.hal.science (inria.hal.science)|193.48.96.10|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 19656362 (19M) [application/pdf]
Saving to: ‘./data/0.sdv/1432720.pdf’

 17350K .......... .......... .......... .......... .......... 90%  617M 2s
 17400K .......... .......... .......... .......... .......... 90%  249K 2s
 17450K .......... .......... .......... .......... .......... 91%  589M 2s
 17500K .......... .......... .......... .......... .......... 91%  624M 2s
 17550K .......... .......... .......... .......... .......... 91%  627M 2s
 17600K .......... .......... .......... .......... .......... 91%  246K 2s
 17650K .......... .......... .......... .......... .......... 92%  520M 1s
 17700K .......... .......... .......... .......... .......... 92%  601M 1s
 17750K .......... .......... .......... .......... .......... 92%  624M 1s
 17800K .......... .......... .......... .......... .......... 92%  247K 1s
 17850K .......... .......... .......... .......... .......... 93%  452M 1s
 17900K .......... .......... .......... .......... .......... 93%  611M 1s
 17950K .......... .......... .......... .......... .......... 93%  622M 1s
 18000K .......... .......... .......... .......... .......... 94%  246K 1s
 18050K .......... .......... .......... .......... .......... 94%  392M 1s
 18100K .......... .......... .......... .......... .......... 94%  447M 1s
 18150K .......... .......... .......... .......... .......... 94%  600M 1s
 18200K .......... .......... .......... .......... .......... 95%  558M 1s
 18250K .......... .......... .......... .......... .......... 95%  246K 1s
 18300K .......... .......... .......... .......... .......... 95%  585M 1s
 18350K .......... .......... .......... .......... .......... 95%  621M 1s
 18400K .......... .......... .......... .......... .......... 96%  509M 1s
 18450K .......... .......... .......... .......... .......... 96%  247K 1s
 18500K .......... .......... .......... .......... .......... 96%  565M 1s
 18550K .......... .......... .......... .......... .......... 96%  636M 1s
 18600K .......... .......... .......... .......... .......... 97%  567M 1s
 18650K .......... .......... .......... .......... .......... 97%  246K 0s
 18700K .......... .......... .......... .......... .......... 97%  575M 0s
 18750K .......... .......... .......... .......... .......... 97%  581M 0s
 18800K .......... .......... .......... .......... .......... 98%  359M 0s
 18850K .......... .......... .......... .......... .......... 98%  247K 0s
 18900K .......... .......... .......... .......... .......... 98%  543M 0s
 18950K .......... .......... .......... .......... .......... 98%  335M 0s
 19000K .......... .......... .......... .......... .......... 99%  556M 0s
 19050K .......... .......... .......... .......... .......... 99%  247K 0s
 19100K .......... .......... .......... .......... .......... 99%  441M 0s
 19150K .......... .......... .......... .......... .....     100%  536M=19s

2023-05-13 02:12:05 (1,00 MB/s) - ‘./data/0.sdv/1432720.pdf’ saved [19656362/19656362]

